index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,wait_time
3377,Dokis First Nation,community support service,Ambulatory health care services,Province of Ontario,,948,main street,P0M 2N1,dokis,on,,Dokis 9,3549077,35,46.129579,-80.032406,29
2436,AIDE AUX SENIORS DE SUDBURY EST/SUDBURY EAST SENIORS SUPPORT INC.,community support service,Nursing and residential care facilities,Province of Ontario,,44,st christophe street,P0M 2N0,noa«lville,on,,French River / Riviere des Francais,3552001,35,46.136083,-80.425449,125
2943,CENTRE DE SANTE COMMUNAUTAIRE DE SUDBURY EST (NOELVILLE & ST CHARLES),community health centre,Ambulatory health care services,Province of Ontario,,44,saint christophe street,P0M 2N0,noelville,on,,French River / Riviere des Francais,3552001,35,46.13613645,-80.42571986,218
S216,126 Douses Road,Offices/Public Health,Ambulatory health care services,Province of Prince Edward Island,,126,douses rd,C0A 1R0,montague,pe,126 Douses Rd,Montague,1101018,11,46.15810713,-62.63910615,41
S189,Perrins Marina Villa,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,115,sackville st,C0A 1R0,montague,pe,115 Sackville St,Montague,1101018,11,46.16567985,-62.64795815,59
S151,Riverview Manor,Public Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,142,fraser st,C0A 1R0,montague,pe,142 Fraser St,Montague,1101018,11,46.16701932,-62.65090731,251
S105,Carleton Manor Inc.,,Nursing and residential care facilities,Province of New Brunswick,,130,burtt street,E7M 5G6,woodstock,nb,"130, Burtt Street",Woodstock,1311006,13,46.168327,-67.590221,22
S188,Mackinnon Pines Lodge,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,505,campbellton st,C0A 1R0,montague,pe,505 Campbellton St,Montague,1101018,11,46.16896969,-62.65730781,136
S165,Montaque Health Centre,Walk-in Clinic,Ambulatory health care services,Province of Prince Edward Island,,407,macintyre av,C0A 1R0,montague,pe,407 MacIntyre Av,Montague,1101018,11,46.16914948,-62.65567737,66
S171,Kings County Memorial Hospital,Hospital,Hospitals,Province of Prince Edward Island,,409,macintyre av,C0A 1R0,montague,pe,409 MacIntyre Av,Montague,1101018,11,46.16933984,-62.6557681,21
S212,6 Harmony Lane,Public Care Home,Nursing and residential care facilities,Province of Prince Edward Island,,6,harmony ln,C0A 1R0,montague,pe,6 Harmony Ln,Montague,1101018,11,46.16939956,-62.65395799,52
2220,Carefield Manor Ltd,residential care facility,Nursing and residential care facilities,Province of Nova Scotia,,1,dryden ave,B1S 1V3,sydney,ns,,Cape Breton,1217030,12,46.1708223,-60.1673939,257
S1526,CENTRE D'HeBERGEMENT DE SAINT-EUSeBE,CHSLD,Nursing and residential care facilities,Province of Quebec,,435,rue saint-jacques est,G6L 5C5,princeville,qc,"435, rue Saint-Jacques Est",Princeville,2432033,24,46.17777,-71.869319,205
2637,Benbowopka Treatment Centre,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,144,causley street,P0R 1B0,blind river,on,,Blind River,3557038,35,46.18232273,-82.94721488,189
3285,Counselling Centre of East Algoma,mental health and addiction organization,Ambulatory health care services,Province of Ontario,,1,industrial park road,P0R 1B0,blind river,on,,Blind River,3557038,35,46.18248063,-82.93519797,214
2249,Glace Bay Healthcare Facility,general,Hospitals,Public Health Agency of Canada,,300,south st,B1A 1W5,glace bay,ns,300 south st. glace bay ns b1a 1w5,Cape Breton,1217030,12,46.183211,-59.938572,119
2337,Seaview Manor,nursing home,Nursing and residential care facilities,Province of Nova Scotia,,275,south street,B1A 1W6,glace bay,ns,,Cape Breton,1217030,12,46.18448967,-59.93643857,154
2452,Algoma Public Health,mental health and addiction organization,Ambulatory health care services,Province of Ontario,,9,lawton street,P0R 1B0,blind river,on,,Blind River,3557038,35,46.18549773,-82.95352888,231
2345,Southview Guest Home Ltd.,residential care facility,Nursing and residential care facilities,Province of Nova Scotia,,2027,highway 28,B1N 3H6,sydney,ns,,Cape Breton,1217030,12,46.1862368,-60.19756978,277
2670,Blind River District Health Centre,general,Hospitals,Public Health Agency of Canada,,525,causley st,P0R 1B0,blind river,on,525 causley st. blind river on p0r 1b0,Blind River,3557038,35,46.1873626,-82.9240632,60
2298,Northside Community Guest Home,nursing home,Nursing and residential care facilities,Province of Nova Scotia,,11,queen st,B2A 1A2,north sydney,ns,,Cape Breton,1217030,12,46.19500767,-60.26263014,275
S1248,CLSC DE RAPIDES-DES-JOACHIMS,CLSC,Ambulatory health care services,Province of Quebec,,48A,rue de l'eglise,J0X 3M0,rapides-des-joachims,qc,"48A, rue de l'eglise",Rapides-des-Joachims,2484100,24,46.197921,-77.689565,24
2354,Taigh Na Mara Facility,nursing home,Nursing and residential care facilities,Province of Nova Scotia,,974,main street,B1A 4Z8,glace bay,ns,,Cape Breton,1217030,12,46.19945045,-59.9776869,19
5195,Serpent River First Nation,community support service,Ambulatory health care services,Province of Ontario,,195,village road,P0P 1B0,cutler,on,,Serpent River 7,3557072,35,46.20211726,-82.46780273,212
S690,CENTRE MULTISERVICES DE SANTe ET DE SERVICES SOCIAUX DE BEAUCEVILLE,"CLSC, CHSLD, CRDPA, CRDPM, CRD",Ambulatory health care services,Province of Quebec,,253,route 108,G5X 2Z3,beauceville,qc,"253, route 108",Beauceville,2427028,24,46.203204,-70.786886,160
2291,My Cape Breton Home for Seniors - North Sydney,residential care facility,Nursing and residential care facilities,Province of Nova Scotia,,77,campbell street,B1P 6J1,north sydney,ns,,Cape Breton,1217030,12,46.20477157,-60.26941415,217
4230,Maamwesying North Shore Community Health Services,family health team - contract,Ambulatory health care services,Province of Ontario,,473,highway 17 w,P0P 1B0,cutler,on,,Serpent River 7,3557072,35,46.20594026,-82.42192801,64
S274,CENTRE D'ACTIVITeS DE JOUR EN DeFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE SAINT-PROSPER,CRDITED,Ambulatory health care services,Province of Quebec,,2574,40e rue,G0M 1Y0,saint-prosper,qc,"2574, 40e rue",Saint-Prosper,2428020,24,46.210588,-70.472965,165
2233,Dominion Community Guest Home,residential care facility,Nursing and residential care facilities,Province of Nova Scotia,,79,commercial st,B1G 1B3,dominion,ns,,Cape Breton,1217030,12,46.21071558,-60.02235419,234
S729,CLSC ET CHSLD DE SAINT-PROSPER,"CLSC, CHSLD",Ambulatory health care services,Province of Quebec,,2770,20e avenue,G0M 1Y0,saint-prosper,qc,"2770, 20e avenue",Saint-Prosper,2428020,24,46.211013,-70.483942,290
2373,Victoria Haven Nursing Home,nursing home,Nursing and residential care facilities,Province of Nova Scotia,,5,third st,B1A 5V2,glace bay,ns,,Cape Breton,1217030,12,46.21158569,-59.96484069,13
S679,CENTRE D'HeBERGEMENT ET CLSC DE SAINT-CeLESTIN,"CLSC, CHSLD",Nursing and residential care facilities,Province of Quebec,,475,rue houde,J0C 1G0,saint-celestin,qc,"475, rue Houde",Saint-Celestin,2450030,24,46.213669,-72.431569,24
S1562,CHSLD MARC-ANDRe-JACQUES,CHSLD,Nursing and residential care facilities,Province of Quebec,,272,rue principale,G0N 1G0,east broughton,qc,"272, rue Principale",East Broughton,2431122,24,46.215943,-71.074242,278
S1055,CLSC DE L'eRABLE,CLSC,Ambulatory health care services,Province of Quebec,,1331,rue saint-calixte,G6L 1P4,plessisville,qc,"1331, rue Saint-Calixte",Plessisville,2432040,24,46.216005,-71.778244,124
S715,CLSC ET CENTRE DE SERVICES EXTERNES POUR LES AiNeS DE PLESSISVILLE,"CLSC, CHSLD",Ambulatory health care services,Province of Quebec,,1450,avenue trudelle,G6L 3K4,plessisville,qc,"1450, avenue Trudelle",Plessisville,2432040,24,46.216278,-71.77383,221
S446,CENTRE D'HeBERGEMENT DE PLESSISVILLE,CHSLD,Nursing and residential care facilities,Province of Quebec,,1340,rue cormier,G6L 0G1,plessisville,qc,"1340, rue Cormier",Plessisville,2432040,24,46.216402,-71.778544,270
2355,Taigh Solas,nursing home,Nursing and residential care facilities,Province of Nova Scotia,,520,purves street,B2A 3M4,north sydney,ns,,Cape Breton,1217030,12,46.21820836,-60.23555151,106
2299,Northside General Hospital,general,Hospitals,Public Health Agency of Canada,,520,purves st,B2A 3M4,north sydney,ns,520 purves st. north sydney ns b2a 3m4,Cape Breton,1217030,12,46.218293,-60.235619,95
S85,VILLA PROVIDENCE SHeDIAC INC.,,Nursing and residential care facilities,Province of New Brunswick,,403,rue main,E4P 2B9,shediac,nb,"403, rue Main",Shediac,1307052,13,46.218341,-64.536915,240
S1423,CENTRE DE ReADAPTATION EN DeFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE PLESSISVILLE,CRDITED,Ambulatory health care services,Province of Quebec,,1500,avenue saint-louis,G6L 2M8,plessisville,qc,"1500, avenue Saint-Louis, bureau 201",Plessisville,2432040,24,46.21929,-71.770819,75
S1321,CENTRE DE PROTECTION ET DE ReADAPTATION POUR LES JEUNES ET LES MeRES EN DIFFICULTe D'ADAPTATION DE PLESSISVILLE,"CRJDA, CRMDA",Nursing and residential care facilities,Province of Quebec,,1520,avenue saint-louis,G6L 2M8,plessisville,qc,"1520, avenue Saint-Louis",Plessisville,2432040,24,46.219368,-71.771064,127
S177,Burnside Community Care,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,707,clyde river rd - rte 247,C0A 1H1,clyde river,pe,707 Clyde River Rd - Rte 247,Clyde River,1102037,11,46.22237958,-63.2571776,147
S698,CENTRE MULTISERVICES DE SANTe ET DE SERVICES SOCIAUX DE SAINT-JEAN-DE-MATHA,"CLSC, CHSLD, CRDITED",Ambulatory health care services,Province of Quebec,,895,route louis-cyr,J0K 2S0,saint-jean-de-matha,qc,"895, route Louis-Cyr",Saint-Jean-de-Matha,2462015,24,46.225023,-73.524895,114
S285,CENTRE D'ACTIVITe DE JOUR EN DeFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE LA GARE,CRDITED,Nursing and residential care facilities,Province of Quebec,,1727,rue sainte-anne,G6L 1B8,plessisville,qc,"1727, rue Sainte-Anne",Plessisville,2432040,24,46.22664,-71.781658,153
2269,Inverary Manor,nursing home,Nursing and residential care facilities,Province of Nova Scotia,,72,maple,B0E 1N0,inverness,ns,,"Inverness, Subd. B",1215006,12,46.22671368,-61.30384755,78
2270,Inverness Consolidated Memorial Hospital,active acute hospital,Hospitals,Canadian Institute for Health Information,,39,james street,B0E 1N0,inverness,ns,39 james street inverness ns b0e 1n0 canada,"Inverness, Subd. B",1215006,12,46.226968,-61.304843,73
S173,Andrews of Stratford,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,355,shakespeare dr,C1B 2Y2,stratford,pe,355 Shakespeare Dr,Stratford,1102080,11,46.22789955,-63.09466788,223
S158,Stratford Walk-in Clinic,Walk-in Clinic,Ambulatory health care services,Province of Prince Edward Island,,13,stratford rd,C1B 1T4,stratford,pe,13 Stratford Rd,Stratford,1102080,11,46.22796977,-63.10090758,33
S1236,CLSC D'EAST BROUGHTON,CLSC,Ambulatory health care services,Province of Quebec,,763,10e avenue nord,G0N 1H0,east broughton,qc,"763, 10e avenue Nord",East Broughton,2431122,24,46.229204,-71.081576,22
8023,HoPITAL DU CHRIST-ROI,general,Hospitals,Public Health Agency of Canada,,675,rue saint-jean-baptiste,J3T 1S4,nicolet,qc,"675, rue saint-jean-baptiste nicolet qc j3t 1s4",Nicolet,2450072,24,46.2306001,-72.6267734,79
S172,Andrews of Park West,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,22,richmond st,C1A 1H4,charlottetown,pe,22 Richmond St,Charlottetown,1102075,11,46.23144976,-63.13041813,99
S223,Charlottetown Area Health Centre,Mental Health and Addictions,Ambulatory health care services,Province of Prince Edward Island,,1,rochford st,C1A 9L2,charlottetown,pe,1 Rochford St,Charlottetown,1102075,11,46.2314597,-63.12979829,58
S1763,CENTRE MULTISERVICES DE SANTe ET DE SERVICES SOCIAUX CHRIST-ROI,"CHSGS, CLSC, CHSLD",Hospitals,Province of Quebec,,675,rue saint-jean-baptiste,J3T 1S4,nicolet,qc,"675, rue Saint-Jean-Baptiste",Nicolet,2450072,24,46.23147,-72.626501,90
S195,Grafton House,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,37,grafton st,C1A 1K6,charlottetown,pe,37 Grafton St,Charlottetown,1102075,11,46.23318967,-63.13030764,217
S196,Emerson Lodge,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,36,kent st,C1A 1M8,charlottetown,pe,36 Kent St,Charlottetown,1102075,11,46.23349974,-63.1317683,287
S1036,MAISON DE NAISSANCE DES FILLES DE LA SAGESSE,CLSC,Ambulatory health care services,Province of Quebec,,1275,rue saint-jean-baptiste,J3T 1W4,nicolet,qc,"1275, rue Saint-Jean-Baptiste",Nicolet,2450072,24,46.234316,-72.634904,287
S506,CENTRE D'ACTIVITeS DE JOUR EN DeFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE NICOLET,CRDITED,Ambulatory health care services,Province of Quebec,,1277,rue saint-jean-baptiste,J3T 1W4,nicolet,qc,"1277, rue Saint-Jean-Baptiste",Nicolet,2450072,24,46.234327,-72.635052,292
S179,Charlotte Residence,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,39,all souls ln,C1A 1P9,charlottetown,pe,39 All Souls Ln,Charlottetown,1102075,11,46.23459958,-63.13149791,29
S200,Stamper Residence,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,29,fitzroy st,C1A 1R2,charlottetown,pe,29 Fitzroy St,Charlottetown,1102075,11,46.23472945,-63.13249773,26
2256,Harbour View Hospital,nursing home,Hospitals,Province of Nova Scotia,,22,richard street,B1V 2H7,sydney mines,ns,,Cape Breton,1217030,12,46.23474447,-60.22220735,299
S178,Champion Lodge,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,48,green st,C1A 2E8,charlottetown,pe,48 Green St,Charlottetown,1102075,11,46.23629962,-63.13883804,188
S198,Smith Lodge,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,35,weymouth st,C1A 4Y3,charlottetown,pe,35 Weymouth St,Charlottetown,1102075,11,46.23655935,-63.11992761,211
S213,the Polyclinic,Offices/Public Health,Ambulatory health care services,Province of Prince Edward Island,,199,grafton st,C1A 1L2,charlottetown,pe,199 Grafton St,Charlottetown,1102075,11,46.23696944,-63.12436798,214
6154,Polyclinic Professional Centre,king's primary care network,Ambulatory health care services,Province of Prince Edward Island,,199,grafton street,C1A 1L2,charlottetown,pe,199 grafton street charlottetown pe c1a 1l2,Charlottetown,1102075,11,46.23706,-63.124566,31
S199,South Shore Villa,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,159,sherwood forest dr,C0A 1J0,crapaud,pe,159 Sherwood Forest Dr,Crapaud,1102034,11,46.23730931,-63.50505783,85
S192,Old Rose Lodge,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,319,queen st,C1A 4C4,charlottetown,pe,319 Queen St,Charlottetown,1102075,11,46.23747956,-63.13218781,232
S187,Langille House,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,212,kent st,C1A 1P2,charlottetown,pe,212 Kent St,Charlottetown,1102075,11,46.23768957,-63.12502824,165
S222,Mona Wilson Building,Mental Health and Addictions,Ambulatory health care services,Province of Prince Edward Island,,55,mcgill av,C1A 7N8,charlottetown,pe,55 McGill Av,Charlottetown,1102075,11,46.23775978,-63.14144765,123
S161,Downtown Walk-in Clinic,Walk-in Clinic,Ambulatory health care services,Province of Prince Edward Island,,220,water st,C1A 9M5,charlottetown,pe,220 Water St,Charlottetown,1102075,11,46.23786976,-63.11714822,50
S155,Provincial Addictions Facility,Mental Health and Addictions,Nursing and residential care facilities,Province of Prince Edward Island,,2814,rte 215,C1A 7N8,mount herbert,pe,2814 Rte 215,Lot 48,1102014,11,46.23818974,-63.04555788,19
2286,Miner's Memorial Manor,nursing home and residential care facility,Nursing and residential care facilities,Province of Nova Scotia,,15,lorne st,B1V 3B9,sydney mines,ns,,Cape Breton,1217030,12,46.23959752,-60.21829662,267
2295,New Waterford Consolidated Hospital,general,Hospitals,Public Health Agency of Canada,,716,king st,B1H 3Z5,new waterford,ns,716 king st. new waterford ns b1h 3z5,Cape Breton,1217030,12,46.240138,-60.085691,186
2279,Maple Hill Manor,nursing home and residential care facility,Nursing and residential care facilities,Province of Nova Scotia,,700,king st,B1H 3Z5,new waterford,ns,,Cape Breton,1217030,12,46.24071186,-60.08543333,88
S163,South Shore Health and Wellness Centre,Walk-in Clinic,Ambulatory health care services,Province of Prince Edward Island,,20557,trans canada hwy - rte 1,C0A 1J0,crapaud,pe,20557 Trans Canada Hwy - Rte 1,Crapaud,1102034,11,46.24120933,-63.50374808,232
S183,Geneva Villa,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,78,walthan dr,C1A 4T8,charlottetown,pe,78 Walthan Dr,Charlottetown,1102075,11,46.24237984,-63.12938776,203
S206,Valley House,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,92,longworth av,C1A 5A7,charlottetown,pe,92 Longworth Av,Charlottetown,1102075,11,46.2441194,-63.12397811,269
S201,Tenderwood Lodge,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,15,hawthorne av,C1A 5X8,charlottetown,pe,15 Hawthorne Av,Charlottetown,1102075,11,46.24646959,-63.11915775,285
S218,Parkdale Medical Centre,Offices/Public Health,Ambulatory health care services,Province of Prince Edward Island,,30,linden av,C1A 5Y9,charlottetown,pe,30 Linden Av,Charlottetown,1102075,11,46.24779964,-63.1219578,78
S157,Charlottetown Walk-in Clinic,Walk-in Clinic,Ambulatory health care services,Province of Prince Edward Island,,22,st peters rd,C1A 5N1,charlottetown,pe,22 St Peters Rd,Charlottetown,1102075,11,46.24807981,-63.12265759,133
4506,Nipissing Manor Nursing Care Center,long-term care home,Nursing and residential care facilities,Province of Ontario,,1202,highway 94,P0H 1K0,corbeil,on,,East Ferris,3548034,35,46.24835493,-79.33681562,127
3474,Espanola General Hospital,general,Hospitals,Public Health Agency of Canada,,825,mckinnon dr,P5E 1R4,espanola,on,825 mckinnon dr. espanola on p5e 1r4,Espanola,3552026,35,46.248452,-81.780832,13
3473,Espanola & Area Family Health Team,family health team - contract,Ambulatory health care services,Province of Ontario,,801,mckinnon drive,P5E 1T2,espanola,on,,Espanola,3552026,35,46.2500864,-81.78323771,143
S210,Garden Home,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,310,north river rd,C1A 3M4,charlottetown,pe,310 North River Rd,Charlottetown,1102075,11,46.25064973,-63.14947769,169
S217,16 Garfield Street,Offices/Public Health,Ambulatory health care services,Province of Prince Edward Island,,16,garfield st,C1A 6A5,charlottetown,pe,16 Garfield St,Charlottetown,1102075,11,46.25251948,-63.1121976,112
S410,CENTRE MULTISERVICES DE SANTe ET DE SERVICES SOCIAUX AVELLIN-DALCOURT,"CHSGS, CLSC, CHSLD",Hospitals,Province of Quebec,,450,2e rue,J5V 1V3,louiseville,qc,"450, 2e Rue",Louiseville,2451015,24,46.254591,-72.928988,11
S154,Sherwood Home,Public Care Home,Nursing and residential care facilities,Province of Prince Edward Island,,75,muchison ln,C1A 7N5,charlottetown,pe,75 Muchison Ln,Charlottetown,1102075,11,46.25462955,-63.09668819,185
S215,Beach Grove Home,Public Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,200,beach grove rd,C1E 1L3,charlottetown,pe,200 Beach Grove Rd,Charlottetown,1102075,11,46.25489975,-63.17161757,140
S669,CENTRE COMTOIS,"CLSC, CHSLD",Ambulatory health care services,Province of Quebec,,41,boulevard comtois,J5V 2H8,louiseville,qc,"41, boulevard Comtois",Louiseville,2451015,24,46.25504,-72.95187,167
6161,Sherwood Home,public nursing home,Nursing and residential care facilities,Province of Prince Edward Island,,75,murchison lane,C1N 7N5,charlottetown,pe,75 murchison lane charlottetown pe c1n 7n5,Charlottetown,1102075,11,46.25523,-63.097192,63
6153,Pei Cancer Treatment Centre,cancer treatment center,Hospitals,Province of Prince Edward Island,,60,riverside drive,C1A 8T5,charlottetown,pe,60 riverside drive charlottetown pe c1a 8t5,Charlottetown,1102075,11,46.255358,-63.100222,64
S148,Queen Elizabeth Hospital,Hospital,Hospitals,Province of Prince Edward Island,,60,riverside dr,C1A 8T5,charlottetown,pe,60 Riverside Dr,Charlottetown,1102075,11,46.25574946,-63.10234758,271
S220,Provincial Palliative Care Centre,Public Care Home,Nursing and residential care facilities,Province of Prince Edward Island,,93,murchison ln,C1C 0G3,charlottetown,pe,93 Murchison Ln,Charlottetown,1102075,11,46.25620972,-63.09573777,78
S193,Hillsborough Psychiatric Hospital,Psychiatric Hospital,Hospitals,Province of Prince Edward Island,,115,deacon grove ln,C1A 7N5,charlottetown,pe,115 Deacon Grove Ln,Charlottetown,1102075,11,46.25637929,-63.09320812,102
S211,Pei Atlantic Baptist Home,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,16,centennial dr,C1A 6C5,charlottetown,pe,16 Centennial Dr,Charlottetown,1102075,11,46.25678985,-63.12913803,291
S224,Murchison House,Mental Health and Addictions,Ambulatory health care services,Province of Prince Edward Island,,124,deacon grove ln,C1A 7N5,charlottetown,pe,124 Deacon Grove Ln,Charlottetown,1102075,11,46.25718985,-63.09222805,125
S150,Prince Edward Home,Public Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,75,maypoint rd,C1E 3H1,charlottetown,pe,75 Maypoint Rd,Charlottetown,1102075,11,46.25829977,-63.16990807,65
S162,Sherwood Walk-in Clinic,Walk-in Clinic,Ambulatory health care services,Province of Prince Edward Island,,15,brackley point rd,C1A 6Y1,charlottetown,pe,15 Brackley Point Rd,Charlottetown,1102075,11,46.25966928,-63.12037766,276
S176,Bevan Lodge,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,8,ellis rd,C1A 8N4,charlottetown,pe,8 Ellis Rd,Charlottetown,1102075,11,46.25968978,-63.12256775,199
S203,the Mount Continuing Care Community,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,141,mount edward rd,C1A 5T1,charlottetown,pe,141 Mount Edward Rd,Charlottetown,1102075,11,46.25979971,-63.13327837,145
S219,Four Neighbourhoods Health Services,Offices/Public Health,Ambulatory health care services,Province of Prince Edward Island,,152,st peters rd,C1A 5P8,charlottetown,pe,152 St Peters Rd,Charlottetown,1102075,11,46.26051954,-63.11856756,68
5731,Thessalon First Nation,community support service,Ambulatory health care services,Province of Ontario,,40,sugarbush road,P0R 1L0,thessalon,on,,Thessalon 12,3557026,35,46.260713,-83.417379,97
S208,Whisperwood Villa,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,160,st peters rd,C1A 5P8,charlottetown,pe,160 St Peters Rd,Charlottetown,1102075,11,46.26137973,-63.11819835,165
S181,Corrigan Home,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,22,hemlock crt,C1A 8E3,charlottetown,pe,22 Hemlock Crt,Charlottetown,1102075,11,46.26140954,-63.11583758,159
5732,Thessalon Hospital,general,Hospitals,Public Health Agency of Canada,,135,dawson st,P0R 1L0,thessalon,on,135 dawson st. thessalon on p0r 1l0,Thessalon,3557028,35,46.2630206,-83.5624626,149
4530,North Channel Nurse Practitioner-Led Clinic,nurse practitioner led clinic,Ambulatory health care services,Province of Ontario,,135,dawson street,P0R 1L0,thessalon,on,,Thessalon,3557028,35,46.2630294,-83.56246758,142
2448,Algoma Manor,community support service,Nursing and residential care facilities,Province of Ontario,,145,dawson street,P0R 1L0,thessalon,on,,Thessalon,3557028,35,46.2634618,-83.56324898,235
S169,Andrews of Charlottetown,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,,73,malpeque rd,C1E 1S3,charlottetown,pe,73 Malpeque Rd,Charlottetown,1102075,11,46.27112963,-63.15173785,161
4520,North Bay Nurse Practitioner-Led Clinic Inc.,nurse practitioner led clinic,Ambulatory health care services,Province of Ontario,,524,lakeshore drive,P1A 2E4,north bay,on,,North Bay,3548044,35,46.27323603,-79.44339565,89
S110,Nashwaak Villa Inc.,,Nursing and residential care facilities,Province of New Brunswick,,32,lime kiln road,E6B 1E9,stanley,nb,"32,  Lime Kiln Road",Stanley,1310037,13,46.276995,-66.746074,54
S835,CENTRE D'HeBERGEMENT DE LABELLE,CHSLD,Nursing and residential care facilities,Province of Quebec,,50,rue de l'eglise,J0T 1H0,labelle,qc,"50, rue de l'eglise",Labelle,2478120,24,46.277341,-74.735715,103
S221,165 John Yeo Drive,Public Care Home,Nursing and residential care facilities,Province of Prince Edward Island,,165,john yeo dr,C1E 3J3,charlottetown,pe,165 John Yeo Dr,Charlottetown,1102075,11,46.27740963,-63.15141805,137
S1101,CLSC DE LABELLE,CLSC,Ambulatory health care services,Province of Quebec,,17,rue du couvent,J0T 1H0,labelle,qc,"17, rue du Couvent",Labelle,2478120,24,46.278175,-74.73404,106
5966,Waters Edge Care Community,long-term care home,Nursing and residential care facilities,Province of Ontario,,401,william street,P1A 1X5,north bay,on,,North Bay,3548044,35,46.27873103,-79.44783366,84
S511,CENTRE DE PROTECTION ET DE ReADAPTATION POUR LES JEUNES EN DIFFICULTe D'ADAPTATION VILLE-JOIE,CRJDA,Nursing and residential care facilities,Province of Quebec,,11 441,rue notre-dame-ouest,G9B 6W5,trois-rivieres,qc,"11 441, rue Notre-Dame-Ouest",Trois-Rivieres,2437067,24,46.282137,-72.678275,85
2097,Upper River Valley Hospital,general,Hospitals,Public Health Agency of Canada,,11300,route 130,E7P 0A4,waterville,nb,11300 route 130 waterville nb e7p 0a4,Wakefield,1311014,13,46.283593,-67.571154,223
3276,Corporation of the Township of St. Joseph,community support service,Ambulatory health care services,Province of Ontario,,1669,arthur street,P0R 1J0,richards landing,on,,St. Joseph,3557008,35,46.28610668,-84.03357593,49
S1650,CENTRE DE ReADAPTATION EN DePENDANCE DE POINTE-DU-LAC,CRD,Nursing and residential care facilities,Province of Quebec,,11931,rue notre-dame ouest,G9B 6W9,trois-rivieres,qc,"11931, rue Notre-Dame Ouest",Trois-Rivieres,2437067,24,46.287655,-72.688718,114
S1422,CENTRE DE ReADAPTATION EN DeFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE BeCANCOUR,CRDITED,Ambulatory health care services,Province of Quebec,,1582,boulevard de port-royal,G9H 1X6,becancour,qc,"1582, boulevard de Port-Royal",Becancour,2438010,24,46.292546,-72.541898,75
S709,CLSC ET CENTRE DE ReADAPTATION EN DeFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE SAINT-GABRIEL-DE-BRANDON,"CLSC, CRDITED",Ambulatory health care services,Province of Quebec,,30,rue saint-gabriel,J0K 2N0,saint-gabriel-de-brandon,qc,"30, rue Saint-Gabriel",Saint-Gabriel,2452080,24,46.292624,-73.384341,221
4560,Matthews Memorial Hospital,hospital - site,Hospitals,Province of Ontario,,1180,richards street,P0R 1J0,richards landing,on,,St. Joseph,3557008,35,46.29326568,-84.03556234,148
S1592,CENTRE D'HeBERGEMENT DE SAINT-GABRIEL-DE-BRANDON,CHSLD,Nursing and residential care facilities,Province of Quebec,,90,rue maskinonge,J0K 2N0,saint-gabriel-de-brandon,qc,"90, rue Maskinonge",Saint-Gabriel,2452080,24,46.295479,-73.386983,83
S1093,CLSC GODEFROY,CLSC,Ambulatory health care services,Province of Quebec,,,,G9H 1S3,becancour,qc,Becancour,Becancour,2438010,24,46.299257,-72.542153,123
